blue_adc,blue_sup,red_adc,red_sup,games,blue_winrate
Varus,Braum,Sivir,Nautilus,1,0.0
Varus,Braum,Tristana,Rakan,1,0.0
Varus,Braum,Yunara,Rell,1,1.0
Varus,Braum,Ziggs,Shen,1,1.0
Varus,Camille,Sivir,Bard,1,1.0
Varus,Galio,Sivir,Rakan,1,1.0
Varus,Janna,Brand,Leona,1,1.0
Varus,Karma,Ashe,Rakan,1,0.0
Varus,Karma,Caitlyn,Lux,1,1.0
Varus,Karma,Corki,Nautilus,1,0.0
Varus,Karma,Ezreal,Elise,1,0.0
Varus,Karma,Ezreal,Lux,1,1.0
Varus,Karma,Ezreal,Nami,1,1.0
Varus,Karma,Jhin,Neeko,1,0.0
Varus,Karma,Jhin,Seraphine,1,1.0
Varus,Karma,Kai'Sa,Neeko,1,1.0
Varus,Karma,Kai'Sa,Rell,1,0.0
Varus,Karma,Mel,Nautilus,1,0.0
Varus,Karma,Sivir,Alistar,1,0.0
Varus,Karma,Sivir,Bard,1,1.0
Varus,Karma,Sivir,Nami,1,1.0
Varus,Karma,Sivir,Nautilus,1,0.0
Varus,Karma,Sivir,Neeko,1,0.0
Varus,Karma,Sivir,Shen,1,0.0
Varus,Karma,Xayah,Nautilus,1,0.0
Varus,Karma,Xayah,Seraphine,1,0.0
Varus,Karma,Yasuo,Neeko,1,1.0
Varus,Karma,Yunara,Lulu,1,1.0
Varus,Karma,Yunara,Neeko,1,0.0
Varus,Karma,Ziggs,Seraphine,1,1.0
Varus,LeBlanc,Kai'Sa,Neeko,1,1.0
Varus,Leona,Caitlyn,Bard,1,0.0
Varus,Leona,Corki,Nami,1,1.0
Varus,Leona,Corki,Rell,1,0.0
Varus,Leona,Ezreal,Alistar,1,1.0
Varus,Leona,Ezreal,Camille,1,1.0
Varus,Leona,Ezreal,Hwei,1,1.0
Varus,Leona,Ezreal,Karma,1,1.0
Varus,Leona,Jhin,Rell,1,0.0
Varus,Leona,Kalista,Neeko,1,0.0
Varus,Leona,Lucian,Nami,1,0.0
Varus,Leona,Mel,Nami,1,0.0
Varus,Leona,Mel,Thresh,1,0.0
Varus,Leona,Miss Fortune,Rakan,1,0.0
Varus,Leona,Sivir,Alistar,1,0.0
Varus,Leona,Sivir,Rakan,1,0.0
Varus,Leona,Smolder,Rell,1,1.0
Varus,Leona,Yasuo,Rakan,1,0.0
Varus,Leona,Yunara,Alistar,1,0.0
Varus,Leona,Yunara,Braum,1,1.0
Varus,Leona,Yunara,Nautilus,1,1.0
Varus,Leona,Ziggs,Nautilus,1,1.0
Varus,Lissandra,Sivir,Rakan,1,0.0
Varus,Lulu,Caitlyn,Neeko,1,0.0
Varus,Lulu,Lucian,Milio,1,0.0
Varus,Lulu,Sivir,Bard,1,1.0
Varus,Lulu,Sivir,Neeko,1,0.0
Varus,Lulu,Sivir,Seraphine,1,0.0
Varus,Lulu,Yunara,Nautilus,1,0.0
Varus,Mel,Ashe,Seraphine,1,0.0
Varus,Nami,Jhin,Neeko,1,0.0
Varus,Nami,Kalista,Neeko,1,0.0
Varus,Nami,Senna,Bard,1,1.0
Varus,Nami,Xayah,Nautilus,1,0.0
Varus,Nautilus,Caitlyn,Braum,1,0.0
Varus,Nautilus,Caitlyn,Morgana,1,0.0
Varus,Nautilus,Caitlyn,Rell,1,0.0
Varus,Nautilus,Corki,Neeko,1,0.0
Varus,Nautilus,Corki,Rakan,1,1.0
Varus,Nautilus,Corki,Renata Glasc,1,1.0
Varus,Nautilus,Ezreal,Bard,1,1.0
Varus,Nautilus,Ezreal,Rakan,1,0.0
Varus,Nautilus,Ezreal,Seraphine,1,1.0
Varus,Nautilus,Jhin,Alistar,1,0.0
Varus,Nautilus,Jhin,Bard,1,1.0
Varus,Nautilus,Jhin,Karma,1,1.0
Varus,Nautilus,Jhin,Pyke,1,0.0
Varus,Nautilus,Jhin,Rakan,1,1.0
Varus,Nautilus,Lucian,Rell,1,1.0
Varus,Nautilus,Mel,Neeko,1,1.0
Varus,Nautilus,Miss Fortune,Alistar,1,0.0
Varus,Nautilus,Senna,Alistar,1,0.0
Varus,Nautilus,Seraphine,Pyke,1,1.0
Varus,Nautilus,Sivir,Leona,1,1.0
Varus,Nautilus,Sivir,Seraphine,1,1.0
Varus,Nautilus,Yunara,Alistar,1,0.0
Varus,Nautilus,Yunara,Braum,1,0.0
Varus,Nautilus,Yunara,Leona,1,0.0
Varus,Nautilus,Yunara,Rell,1,0.0
Varus,Nautilus,Zeri,Rakan,1,0.0
Varus,Nautilus,Ziggs,Leona,1,1.0
Varus,Neeko,Aphelios,Thresh,1,0.0
Varus,Neeko,Caitlyn,Bard,1,1.0
Varus,Neeko,Caitlyn,Rakan,1,1.0
Varus,Neeko,Corki,LeBlanc,1,1.0
Varus,Neeko,Ezreal,Anivia,1,0.0
Varus,Neeko,Ezreal,Rell,1,1.0
Varus,Neeko,Jhin,Pantheon,1,1.0
Varus,Neeko,Jhin,Thresh,1,1.0
Varus,Neeko,Lucian,Milio,1,0.0
Varus,Neeko,Lucian,Nami,1,1.0
Varus,Neeko,Mel,Nautilus,1,0.0
Varus,Neeko,Sivir,Anivia,1,0.0
Varus,Neeko,Sivir,Karma,1,0.0
Varus,Neeko,Sivir,Leona,1,0.0
Varus,Neeko,Sivir,Nautilus,1,1.0
Varus,Neeko,Sivir,Rell,1,0.0
Varus,Neeko,Smolder,Milio,1,0.0
Varus,Neeko,Tristana,Rakan,1,1.0
Varus,Neeko,Yunara,Karma,1,1.0
Varus,Neeko,Yunara,Leona,1,1.0
Varus,Neeko,Yunara,Lulu,1,1.0
Varus,Neeko,Yunara,Nautilus,1,0.0
Varus,Neeko,Zeri,Karma,1,1.0
Varus,Poppy,Caitlyn,Rell,1,1.0
Varus,Poppy,Corki,Alistar,1,1.0
Varus,Poppy,Ezreal,Alistar,1,1.0
Varus,Poppy,Jhin,Nautilus,1,1.0
Varus,Poppy,Sivir,Alistar,1,0.0
Varus,Poppy,Sivir,Rakan,1,1.0
Varus,Poppy,Xayah,Rakan,1,1.0
Varus,Pyke,Corki,Karma,1,1.0
Varus,Pyke,Ezreal,Neeko,1,1.0
Varus,Pyke,Jhin,Karma,1,0.0
Varus,Rakan,Ashe,Braum,1,1.0
Varus,Rakan,Caitlyn,Nautilus,1,1.0
Varus,Rakan,Caitlyn,Seraphine,1,1.0
Varus,Rakan,Corki,Alistar,1,0.0
Varus,Rakan,Ezreal,Anivia,1,0.0
Varus,Rakan,Ezreal,Neeko,1,1.0
Varus,Rakan,Jhin,Pantheon,1,1.0
Varus,Rakan,Jhin,Poppy,1,1.0
Varus,Rakan,Jhin,Rell,1,0.0
Varus,Rakan,Jhin,Tahm Kench,1,1.0
Varus,Rakan,Jinx,Nautilus,1,0.0
Varus,Rakan,Kai'Sa,Leona,1,0.0
Varus,Rakan,Senna,Alistar,1,0.0
Varus,Rakan,Sivir,Alistar,1,0.0
Varus,Rakan,Sivir,Leona,1,1.0
Varus,Rakan,Sivir,Nautilus,1,1.0
Varus,Rakan,Sivir,Neeko,1,1.0
Varus,Rakan,Tristana,Alistar,1,1.0
Varus,Rakan,Yunara,Alistar,1,0.0
Varus,Rakan,Yunara,Neeko,1,1.0
Varus,Rakan,Yunara,Pyke,1,1.0
Varus,Rell,Aphelios,Alistar,1,0.0
Varus,Rell,Corki,Alistar,1,0.0
Varus,Rell,Ezreal,Bard,1,0.0
Varus,Rell,Ezreal,Leona,1,0.0
Varus,Rell,Ezreal,Nautilus,1,1.0
Varus,Rell,Ezreal,Neeko,1,1.0
Varus,Rell,Jhin,Alistar,1,1.0
Varus,Rell,Kai'Sa,Nautilus,1,1.0
Varus,Rell,Miss Fortune,Nautilus,1,0.0
Varus,Rell,Sivir,Alistar,1,0.0
Varus,Rell,Sivir,Pantheon,1,1.0
Varus,Rell,Sivir,Poppy,1,1.0
Varus,Rell,Tristana,Rakan,1,1.0
Varus,Rell,Xayah,Rakan,1,0.0
Varus,Rell,Xayah,Shen,1,1.0
Varus,Rell,Yunara,Seraphine,1,1.0
Varus,Renata Glasc,Aphelios,Lulu,1,0.0
Varus,Renata Glasc,Ezreal,Alistar,1,1.0
Varus,Renata Glasc,Ezreal,Nautilus,1,0.0
Varus,Renata Glasc,Sivir,Blitzcrank,1,1.0
Varus,Renata Glasc,Sivir,Karma,1,0.0
Varus,Renata Glasc,Xayah,Braum,1,0.0
Varus,Renata Glasc,Yunara,Rakan,1,0.0
Varus,Renata Glasc,Ziggs,Nautilus,1,0.0
Varus,Seraphine,Ashe,Lulu,1,0.0
Varus,Seraphine,Ashe,Rakan,1,0.0
Varus,Seraphine,Hwei,Rell,1,1.0
Varus,Seraphine,Kai'Sa,Alistar,1,0.0
Varus,Seraphine,Kai'Sa,Neeko,1,1.0
Varus,Seraphine,Sivir,Rakan,1,1.0
Varus,Shen,Smolder,Leona,1,1.0
Varus,Skarner,Sivir,Pantheon,1,1.0
Varus,Soraka,Ashe,Neeko,1,0.0
Varus,Thresh,Caitlyn,Bard,1,0.0
Varus,Zyra,Kalista,Renata Glasc,1,0.0
Varus,Zyra,Yunara,Lulu,1,0.0
Vayne,Alistar,Yunara,Rakan,1,1.0
Vayne,Bard,Kai'Sa,Nautilus,1,1.0
Vayne,Braum,Sivir,Leona,1,0.0
Vayne,Karma,Ezreal,Bard,1,1.0
Vayne,Karma,Ezreal,Rakan,1,1.0
Vayne,Karma,Yunara,Lulu,1,0.0
Vayne,Lulu,Corki,Leona,1,0.0
Vayne,Lulu,Kai'Sa,Blitzcrank,1,0.0
Vayne,Lulu,Yunara,Nautilus,1,1.0
Vayne,Milio,Sivir,Neeko,1,1.0
Vayne,Nautilus,Ezreal,Leona,1,0.0
Vayne,Neeko,Kai'Sa,Nautilus,1,0.0
Vayne,Rakan,Kalista,Renata Glasc,1,1.0
Vayne,Rakan,Tristana,Neeko,1,0.0
Veigar,Thresh,Yunara,Lulu,1,0.0
Vel'Koz,Shen,Yasuo,Camille,1,0.0
Viktor,Blitzcrank,Twitch,Lulu,1,0.0
Viktor,Camille,Ziggs,Leona,1,1.0
Viktor,Rell,Cassiopeia,Nautilus,1,1.0
Viktor,Rell,Varus,Nautilus,1,1.0
Viktor,Shen,Sylas,Camille,1,1.0
Vladimir,Rakan,Ezreal,Nautilus,1,1.0
Xayah,Alistar,Corki,Nautilus,1,0.0
Xayah,Alistar,Ezreal,Rell,1,0.0
Xayah,Alistar,Jhin,Rell,1,1.0
Xayah,Alistar,Jinx,Neeko,1,1.0
Xayah,Alistar,Kai'Sa,Leona,1,1.0
Xayah,Alistar,Varus,Rakan,1,1.0
Xayah,Alistar,Yunara,Bard,1,0.0
Xayah,Bard,Ezreal,Nautilus,1,0.0
Xayah,Bard,Kai'Sa,Leona,1,1.0
Xayah,Bard,Kai'Sa,Nautilus,1,0.0
Xayah,Bard,Kai'Sa,Rell,1,1.0
Xayah,Bard,Yunara,Nami,1,0.0
Xayah,Bard,Yunara,Nautilus,1,1.0
Xayah,Braum,Kai'Sa,Leona,1,0.0
Xayah,Braum,Lucian,Nautilus,1,1.0
Xayah,Camille,Varus,Bard,1,0.0
Xayah,Karma,Ezreal,Bard,1,0.0
Xayah,Karma,Ezreal,Leona,1,1.0
Xayah,Karma,Kai'Sa,Nautilus,1,0.0
Xayah,Karma,Varus,Bard,1,1.0
Xayah,Lulu,Aphelios,Tahm Kench,1,0.0
Xayah,Lulu,Ezreal,Bard,1,0.0
Xayah,Lulu,Kai'Sa,Neeko,1,0.0
Xayah,Lulu,Kog'Maw,Neeko,1,1.0
Xayah,Lulu,Yunara,Milio,1,0.0
Xayah,Lulu,Yunara,Nautilus,1,1.0
Xayah,Nami,Corki,Neeko,1,1.0
Xayah,Nami,Jhin,Bard,1,1.0
Xayah,Nautilus,Corki,Leona,1,0.0
Xayah,Nautilus,Corki,Neeko,1,0.0
Xayah,Nautilus,Kai'Sa,Alistar,1,1.0
Xayah,Nautilus,Kai'Sa,Rell,1,1.0
Xayah,Nautilus,Lucian,Leona,1,0.0
Xayah,Nautilus,Tristana,Alistar,1,1.0
Xayah,Nautilus,Varus,Bard,1,0.0
Xayah,Nautilus,Yunara,Leona,1,0.0
Xayah,Nautilus,Yunara,Lulu,1,0.0
Xayah,Neeko,Aphelios,Rakan,1,1.0
Xayah,Neeko,Ezreal,Rakan,1,1.0
Xayah,Neeko,Jhin,Rakan,1,1.0
Xayah,Neeko,Kai'Sa,Alistar,1,1.0
Xayah,Neeko,Sivir,Bard,1,0.0
Xayah,Neeko,Zeri,Rakan,1,0.0
Xayah,Poppy,Corki,Zilean,1,1.0
Xayah,Poppy,Jhin,Leona,1,1.0
Xayah,Poppy,Kai'Sa,Bard,1,0.0
Xayah,Poppy,Yunara,Bard,1,0.0
Xayah,Poppy,Yunara,Rakan,1,1.0
Xayah,Pyke,Brand,Nami,1,1.0
Xayah,Rakan,Aphelios,Alistar,1,1.0
Xayah,Rakan,Aphelios,Lulu,1,1.0
Xayah,Rakan,Aphelios,Poppy,1,0.0
Xayah,Rakan,Ashe,Seraphine,1,1.0
Xayah,Rakan,Caitlyn,Nautilus,1,0.0
Xayah,Rakan,Corki,Alistar,1,0.0
Xayah,Rakan,Corki,Bard,1,1.0
Xayah,Rakan,Corki,Leona,1,0.0
Xayah,Rakan,Corki,Nautilus,1,1.0
Xayah,Rakan,Corki,Poppy,1,1.0
Xayah,Rakan,Ezreal,Alistar,1,0.0
Xayah,Rakan,Ezreal,Bard,1,0.0
Xayah,Rakan,Ezreal,Elise,1,0.0
Xayah,Rakan,Ezreal,Nami,1,1.0
Xayah,Rakan,Ezreal,Rell,1,1.0
Xayah,Rakan,Jhin,Poppy,1,1.0
Xayah,Rakan,Jinx,Nautilus,1,0.0
Xayah,Rakan,Jinx,Neeko,1,0.0
Xayah,Rakan,Kai'Sa,Poppy,1,0.0
Xayah,Rakan,Kai'Sa,Pyke,1,0.0
Xayah,Rakan,Kalista,Nautilus,1,1.0
Xayah,Rakan,Lucian,Nautilus,1,1.0
Xayah,Rakan,Miss Fortune,Rell,1,0.0
Xayah,Rakan,Miss Fortune,Renata Glasc,1,1.0
Xayah,Rakan,Senna,Alistar,1,1.0
Xayah,Rakan,Senna,Maokai,1,1.0
Xayah,Rakan,Sivir,Bard,1,0.0
Xayah,Rakan,Sivir,Lulu,1,0.0
Xayah,Rakan,Smolder,Leona,1,1.0
Xayah,Rakan,Smolder,Rell,1,1.0
Xayah,Rakan,Swain,Nautilus,1,0.0
Xayah,Rakan,Tristana,Janna,1,0.0
Xayah,Rakan,Varus,Karma,1,1.0
Xayah,Rakan,Varus,Lulu,1,0.0
Xayah,Rakan,Yunara,Alistar,1,0.0
Xayah,Rakan,Yunara,Nautilus,1,1.0
Xayah,Rakan,Yunara,Rell,1,0.0
Xayah,Rakan,Zeri,Yuumi,1,1.0
Xayah,Rakan,Ziggs,Alistar,1,1.0
Xayah,Rakan,Ziggs,Nautilus,1,0.0
Xayah,Rakan,Ziggs,Rell,1,1.0
Xayah,Rell,Aphelios,Alistar,1,0.0
Xayah,Rell,Corki,Nautilus,1,1.0
Xayah,Rell,Kai'Sa,Alistar,1,0.0
Xayah,Rell,Kai'Sa,Neeko,1,0.0
Xayah,Rell,Varus,Alistar,1,1.0
Xayah,Rell,Yunara,Neeko,1,1.0
Xayah,Rell,Yunara,Renata Glasc,1,1.0
Xayah,Renata Glasc,Jhin,Alistar,1,0.0
Xayah,Thresh,Kai'Sa,Lulu,1,0.0
Xayah,Zilean,Aphelios,Rell,1,0.0
Yasuo,Blitzcrank,Yunara,Lulu,1,0.0
Yasuo,Lulu,Yunara,Soraka,1,0.0
Yasuo,Nautilus,Sivir,Karma,1,0.0
Yasuo,Neeko,Ashe,Poppy,1,0.0
Yasuo,Neeko,Lucian,Sylas,1,0.0
Yasuo,Poppy,Varus,Rell,1,1.0
Yasuo,Senna,Ezreal,Bard,1,0.0
Yunara,Alistar,Aphelios,Karma,1,1.0
Yunara,Alistar,Aphelios,Nautilus,1,1.0
Yunara,Alistar,Aphelios,Neeko,1,1.0
Yunara,Alistar,Aphelios,Poppy,1,0.0
Yunara,Alistar,Aphelios,Rell,1,1.0
Yunara,Alistar,Brand,Leona,1,1.0
Yunara,Alistar,Corki,Leona,1,1.0
Yunara,Alistar,Corki,Nautilus,1,1.0
Yunara,Alistar,Corki,Neeko,1,0.0
Yunara,Alistar,Corki,Rell,1,1.0
Yunara,Alistar,Ezreal,Bard,1,0.0
Yunara,Alistar,Ezreal,Rakan,1,1.0
Yunara,Alistar,Kai'Sa,Leona,1,1.0
Yunara,Alistar,Kai'Sa,Rakan,1,0.0
Yunara,Alistar,Lucian,Braum,1,1.0
Yunara,Alistar,Lucian,Nami,1,0.0
Yunara,Alistar,Senna,Nautilus,1,1.0
Yunara,Alistar,Seraphine,Nautilus,1,1.0
Yunara,Alistar,Sivir,Poppy,1,0.0
Yunara,Alistar,Sivir,Seraphine,1,1.0
Yunara,Alistar,Sivir,Tahm Kench,1,1.0
Yunara,Alistar,Tristana,Braum,1,1.0
Yunara,Alistar,Tristana,Nautilus,1,1.0
Yunara,Alistar,Varus,Braum,1,0.0
Yunara,Alistar,Varus,Leona,1,0.0
Yunara,Alistar,Varus,Nautilus,1,0.0
Yunara,Alistar,Xayah,Lulu,1,1.0
Yunara,Alistar,Xayah,Rakan,1,1.0
Yunara,Amumu,Caitlyn,Bard,1,1.0
Yunara,Amumu,Jhin,Bard,1,1.0
Yunara,Anivia,Caitlyn,Neeko,1,0.0
Yunara,Ashe,Seraphine,Nautilus,1,0.0
Yunara,Bard,Aphelios,Alistar,1,0.0
Yunara,Bard,Aphelios,Lulu,1,0.0
Yunara,Bard,Aphelios,Thresh,1,1.0
Yunara,Bard,Caitlyn,Nautilus,1,0.0
Yunara,Bard,Caitlyn,Neeko,1,0.0
Yunara,Bard,Corki,Alistar,1,1.0
Yunara,Bard,Corki,Nami,1,0.0
Yunara,Bard,Corki,Nautilus,1,1.0
Yunara,Bard,Corki,Neeko,1,0.0
Yunara,Bard,Corki,Shen,1,1.0
Yunara,Bard,Ezreal,Braum,1,1.0
Yunara,Bard,Ezreal,Karma,1,0.0
Yunara,Bard,Ezreal,Soraka,1,0.0
Yunara,Bard,Kai'Sa,Neeko,1,0.0
Yunara,Bard,Kalista,Lulu,1,1.0
Yunara,Bard,Sivir,Alistar,1,0.0
Yunara,Bard,Smolder,Alistar,1,0.0
Yunara,Bard,Smolder,Leona,1,1.0
Yunara,Bard,Smolder,Rakan,1,0.0
Yunara,Bard,Tristana,Lulu,1,0.0
Yunara,Bard,Tristana,Nautilus,1,0.0
Yunara,Bard,Tristana,Rell,1,1.0
Yunara,Bard,Varus,Alistar,1,0.0
Yunara,Bard,Varus,Neeko,1,1.0
Yunara,Bard,Xayah,Rakan,1,1.0
Yunara,Blitzcrank,Aphelios,Thresh,1,0.0
Yunara,Blitzcrank,Caitlyn,Milio,1,1.0
Yunara,Braum,Aphelios,Alistar,1,1.0
Yunara,Braum,Aphelios,Rell,1,0.0
Yunara,Braum,Aphelios,Thresh,1,1.0
Yunara,Braum,Caitlyn,Bard,1,1.0
Yunara,Braum,Corki,Nautilus,1,0.0
Yunara,Braum,Ezreal,Nautilus,1,1.0
Yunara,Braum,Kai'Sa,Nautilus,1,0.0
Yunara,Braum,Kai'Sa,Rakan,1,1.0
Yunara,Braum,Senna,Shen,1,1.0
Yunara,Braum,Tristana,Milio,1,0.0
Yunara,Braum,Varus,Rell,1,0.0
Yunara,Janna,Aphelios,Lulu,1,0.0
Yunara,Karma,Aphelios,Rakan,1,1.0
Yunara,Karma,Caitlyn,Bard,1,0.0
Yunara,Karma,Caitlyn,Nautilus,1,1.0
Yunara,Karma,Corki,Nami,1,0.0
Yunara,Karma,Corki,Rell,1,0.0
Yunara,Karma,Ezreal,Blitzcrank,1,1.0
Yunara,Karma,Ezreal,Nautilus,1,0.0
Yunara,Karma,Ezreal,Rakan,1,0.0
Yunara,Karma,Ezreal,Seraphine,1,1.0
Yunara,Karma,Ezreal,Yuumi,1,0.0
Yunara,Karma,Jhin,Anivia,1,0.0
Yunara,Karma,Jhin,Skarner,1,0.0
Yunara,Karma,Kai'Sa,Neeko,1,1.0
Yunara,Karma,Kai'Sa,Rakan,1,0.0
Yunara,Karma,Kalista,Neeko,1,1.0
Yunara,Karma,Kog'Maw,Lulu,1,1.0
Yunara,Karma,Lucian,Nami,1,1.0
Yunara,Karma,Miss Fortune,Lulu,1,1.0
Yunara,Karma,Sivir,Nautilus,1,0.0
Yunara,Karma,Sivir,Rell,1,1.0
Yunara,Karma,Smolder,Neeko,1,1.0
Yunara,Karma,Tristana,Lulu,1,0.0
Yunara,Karma,Varus,Nautilus,1,0.0
Yunara,Karma,Varus,Neeko,1,1.0
Yunara,Karma,Varus,Rakan,1,0.0
Yunara,Karma,Xayah,Rakan,1,0.0
Yunara,Karma,Ziggs,Rell,1,1.0
Yunara,Leona,Aphelios,Alistar,1,0.0
Yunara,Leona,Aphelios,Lulu,1,1.0
Yunara,Leona,Aphelios,Nautilus,1,1.0
Yunara,Leona,Aphelios,Poppy,1,0.0
Yunara,Leona,Aphelios,Thresh,1,1.0
Yunara,Leona,Ashe,Lulu,1,0.0
Yunara,Leona,Ashe,Seraphine,1,1.0
Yunara,Leona,Corki,Nautilus,1,1.0
Yunara,Leona,Corki,Rell,1,0.0
Yunara,Leona,Jhin,Bard,1,1.0
Yunara,Leona,Jhin,Rell,1,0.0
Yunara,Leona,Jinx,Braum,1,1.0
Yunara,Leona,Varus,Rakan,1,0.0
Yunara,Lulu,Aphelios,Alistar,1,0.0
Yunara,Lulu,Aphelios,Blitzcrank,1,1.0
Yunara,Lulu,Aphelios,Karma,1,0.0
Yunara,Lulu,Aphelios,Milio,1,1.0
Yunara,Lulu,Aphelios,Nautilus,1,1.0
Yunara,Lulu,Aphelios,Rakan,1,0.0
Yunara,Lulu,Aphelios,Soraka,1,1.0
Yunara,Lulu,Aphelios,Tahm Kench,1,1.0
Yunara,Lulu,Ashe,Nautilus,1,0.0
Yunara,Lulu,Ashe,Senna,1,0.0
Yunara,Lulu,Caitlyn,Elise,1,0.0
Yunara,Lulu,Caitlyn,Karma,1,1.0
Yunara,Lulu,Caitlyn,Milio,1,1.0
Yunara,Lulu,Caitlyn,Nami,1,1.0
Yunara,Lulu,Caitlyn,Nautilus,1,0.0
Yunara,Lulu,Corki,Alistar,1,1.0
Yunara,Lulu,Corki,Blitzcrank,1,1.0
Yunara,Lulu,Corki,Leona,1,1.0
Yunara,Lulu,Corki,Pyke,1,0.0
Yunara,Lulu,Draven,Leona,1,0.0
Yunara,Lulu,Draven,Nautilus,1,0.0
Yunara,Lulu,Ezreal,Pyke,1,0.0
Yunara,Lulu,Ezreal,Rakan,1,1.0
Yunara,Lulu,Ezreal,Seraphine,1,0.0
Yunara,Lulu,Jhin,Leona,1,1.0
Yunara,Lulu,Jhin,Nautilus,1,0.0
Yunara,Lulu,Jhin,Pyke,1,1.0
Yunara,Lulu,Jhin,Rakan,1,0.0
Yunara,Lulu,Jinx,Leona,1,1.0
Yunara,Lulu,Jinx,Milio,1,1.0
Yunara,Lulu,Jinx,Nautilus,1,0.0
Yunara,Lulu,Kai'Sa,Alistar,1,1.0
Yunara,Lulu,Kai'Sa,Bard,1,1.0
Yunara,Lulu,Kai'Sa,Pantheon,1,0.0
Yunara,Lulu,Miss Fortune,Bard,1,1.0
Yunara,Lulu,Miss Fortune,Karma,1,0.0
Yunara,Lulu,Miss Fortune,Neeko,1,0.0
Yunara,Lulu,Miss Fortune,Pyke,1,0.0
Yunara,Lulu,Miss Fortune,Rakan,1,0.0
Yunara,Lulu,Miss Fortune,Seraphine,1,0.0
Yunara,Lulu,Samira,Rell,1,0.0
Yunara,Lulu,Senna,Nautilus,1,1.0
Yunara,Lulu,Seraphine,Camille,1,1.0
Yunara,Lulu,Sivir,Nautilus,1,1.0
Yunara,Lulu,Sivir,Neeko,1,0.0
Yunara,Lulu,Sivir,Rakan,1,0.0
Yunara,Lulu,Sivir,Seraphine,1,0.0
Yunara,Lulu,Smolder,Soraka,1,0.0
Yunara,Lulu,Tristana,Pyke,1,1.0
Yunara,Lulu,Varus,Nami,1,1.0
Yunara,Lulu,Varus,Poppy,1,1.0
Yunara,Lulu,Varus,Rell,1,0.0
Yunara,Lulu,Varus,Seraphine,1,1.0
Yunara,Lulu,Varus,Shen,1,1.0
Yunara,Lulu,Xayah,Neeko,1,0.0
Yunara,Lulu,Zeri,Nautilus,1,0.0
Yunara,Lulu,Zeri,Rakan,1,1.0
Yunara,Lulu,Zeri,Yuumi,1,1.0
Yunara,Lulu,Ziggs,Leona,1,1.0
Yunara,Milio,Aphelios,Thresh,1,1.0
Yunara,Milio,Ashe,Seraphine,1,0.0
Yunara,Milio,Ezreal,Neeko,1,1.0
Yunara,Milio,Kog'Maw,Lulu,1,1.0
Yunara,Milio,Lucian,Yuumi,1,1.0
Yunara,Milio,Xayah,Neeko,1,1.0
Yunara,Nami,Aphelios,Nautilus,1,1.0
Yunara,Nami,Ashe,Seraphine,1,1.0
Yunara,Nami,Caitlyn,Karma,1,0.0
Yunara,Nami,Corki,Bard,1,1.0
Yunara,Nami,Corki,Nautilus,1,1.0
Yunara,Nami,Corki,Rakan,1,0.0
Yunara,Nami,Corki,Rell,1,1.0
Yunara,Nami,Draven,Nautilus,1,0.0
Yunara,Nami,Ezreal,Karma,1,1.0
Yunara,Nami,Ezreal,Lulu,1,0.0
Yunara,Nami,Kai'Sa,Neeko,1,0.0
Yunara,Nami,Sivir,Lulu,1,1.0
Yunara,Nami,Tristana,Lulu,1,1.0
Yunara,Nami,Xayah,Bard,1,1.0
Yunara,Nami,Zeri,Lulu,1,1.0
Yunara,Nautilus,Aphelios,Braum,1,1.0
Yunara,Nautilus,Aphelios,Poppy,1,0.0
Yunara,Nautilus,Aphelios,Tahm Kench,1,1.0
Yunara,Nautilus,Ashe,Braum,1,0.0
Yunara,Nautilus,Ashe,Lulu,1,0.0
Yunara,Nautilus,Caitlyn,Anivia,1,1.0
Yunara,Nautilus,Caitlyn,Bard,1,0.0
Yunara,Nautilus,Caitlyn,Braum,1,1.0
Yunara,Nautilus,Corki,Karma,1,1.0
Yunara,Nautilus,Corki,Poppy,1,0.0
Yunara,Nautilus,Corki,Rell,1,0.0
Yunara,Nautilus,Ezreal,Anivia,1,0.0
Yunara,Nautilus,Jhin,Alistar,1,1.0
Yunara,Nautilus,Jhin,Bard,1,0.0
Yunara,Nautilus,Jhin,Rell,1,0.0
Yunara,Nautilus,Jinx,Braum,1,1.0
Yunara,Nautilus,Jinx,Lulu,1,1.0
Yunara,Nautilus,Kai'Sa,Alistar,1,1.0
Yunara,Nautilus,Kai'Sa,Rakan,1,1.0
Yunara,Nautilus,Lucian,Braum,1,0.0
Yunara,Nautilus,Miss Fortune,Rell,1,0.0
Yunara,Nautilus,Seraphine,Leona,1,0.0
Yunara,Nautilus,Sivir,Leona,1,1.0
Yunara,Nautilus,Tahm Kench,Senna,1,1.0
Yunara,Nautilus,Tristana,Leona,1,1.0
Yunara,Nautilus,Tristana,Lulu,1,0.0
Yunara,Nautilus,Tristana,Rakan,1,0.0
Yunara,Nautilus,Tristana,Rell,1,1.0
Yunara,Nautilus,Varus,Alistar,1,1.0
Yunara,Nautilus,Varus,Braum,1,1.0
Yunara,Nautilus,Varus,Karma,1,1.0
Yunara,Nautilus,Varus,Leona,1,0.0
Yunara,Nautilus,Xayah,Leona,1,1.0
Yunara,Nautilus,Xayah,Lulu,1,1.0
Yunara,Nautilus,Xayah,Rakan,1,1.0
Yunara,Nautilus,Zeri,Lulu,1,1.0
Yunara,Nautilus,Ziggs,Leona,1,0.0
Yunara,Neeko,Caitlyn,Karma,1,1.0
